video_id,title,channel_title,category,category_id,publish_date,publish_time,country,tags,views,likes,dislikes,comment_count,trending_date,publish_datetime,publish_year,publish_month,publish_day,publish_hour,publish_day_name,trending_year,trending_month,trending_day,trend_duration_days
vid_11,Shocking Song 2024,Technical Guruji,Music,10,2023-10-21,01:44:55,IN,trend|song|video|funny|news|movie|live,368482894,18861378,1013039,3482505,2023-10-27,2023-10-21 01:44:55,2023,10,21,1,Saturday,2023,10,27,6
vid_12,Emotional Trailer 2024,The Viral Fever,News,25,2023-12-21,10:08:31,CA,news|video|trend|movie|funny,209519432,5866922,562237,2902214,2023-12-22,2023-12-21 10:08:31,2023,12,21,10,Thursday,2023,12,22,1
vid_13,Breaking Reaction 2024,SET India,Sports,17,2023-11-21,20:42:35,UK,live|song|viral|india|funny|movie|news,367882856,11943595,394933,5524653,2023-11-28,2023-11-21 20:42:35,2023,11,21,20,Tuesday,2023,11,28,7
vid_14,Emotional Reaction Hindi,Tech Burner,Music,10,2024-03-18,13:04:48,AU,video|song|funny|live,57838967,1154860,85736,254816,2024-03-25,2024-03-18 13:04:48,2024,3,18,13,Monday,2024,3,25,7
vid_15,Breaking Song Hindi,News18 India,Lifestyle,26,2023-10-28,13:36:16,CA,viral|video|funny|sports|live|news|song|tech,104034635,2077480,43937,543835,2023-11-03,2023-10-28 13:36:16,2023,10,28,13,Saturday,2023,11,3,6
vid_16,Top Review India,Prime Video India,Music,10,2024-11-10,08:13:40,AU,live|viral|funny|video|song|movie|trend|tech,211712022,2904025,333051,2347929,2024-11-14,2024-11-10 08:13:40,2024,11,10,8,Sunday,2024,11,14,4
vid_17,New Episode Hindi,ABP News,Education,27,2023-03-30,10:28:37,IN,india|trend|live|song|viral|sports|funny|tech,181358903,11426195,769527,928010,2023-04-01,2023-03-30 10:28:37,2023,3,30,10,Thursday,2023,4,1,2
vid_18,Top Vlog Global,Netflix India,Education,27,2024-08-08,00:43:52,IN,tech|india|live|sports|viral|video|movie,139472963,5109040,438600,705955,2024-08-13,2024-08-08 00:43:52,2024,8,8,0,Thursday,2024,8,13,5
vid_19,Official Highlights 2023,Sony Music India,Comedy,23,2023-12-01,01:21:08,US,tech|viral|song|live|funny|india|sports|trend,126109571,3607666,241301,2173157,2023-12-03,2023-12-01 01:21:08,2023,12,1,1,Friday,2023,12,3,2
vid_20,Best Vlog USA,News18 India,Gaming,20,2023-03-17,22:33:50,AU,trend|sports|india|song|funny,47877116,1299518,133995,654580,2023-03-20,2023-03-17 22:33:50,2023,3,17,22,Friday,2023,3,20,3
vid_21,Exclusive Highlights Hindi,Sun TV,Entertainment,24,2024-01-01,13:48:58,CA,movie|song|sports|trend,487403447,24700066,2752494,2031319,2024-01-05,2024-01-01 13:48:58,2024,1,1,13,Monday,2024,1,5,4
vid_22,Exclusive Reaction India,Aditya Music,Entertainment,24,2024-04-21,04:26:51,US,sports|movie|video|song|live|india|viral,138314846,6877487,149048,242805,2024-04-26,2024-04-21 04:26:51,2024,4,21,4,Sunday,2024,4,26,5
vid_23,Breaking Episode India,NDTV,Education,27,2024-10-03,03:36:03,US,movie|tech|india|live|sports|video|song|funny,160701857,10952222,845196,2721280,2024-10-10,2024-10-03 03:36:03,2024,10,3,3,Thursday,2024,10,10,7
vid_24,Top Trailer World,Tech Burner,Music,10,2023-01-15,21:15:27,CA,viral|funny|video|movie|live|sports|tech|india,105793131,7285181,346299,467223,2023-01-21,2023-01-15 21:15:27,2023,1,15,21,Sunday,2023,1,21,6
vid_25,Emotional Vlog Telugu,StarPlus,Sports,17,2023-05-26,02:26:47,CA,movie|news|sports|tech|india|song,419419213,12230772,344227,5040799,2023-05-30,2023-05-26 02:26:47,2023,5,26,2,Friday,2023,5,30,4
vid_26,Breaking Trailer Global,Prime Video India,Gaming,20,2023-08-22,11:06:32,US,live|tech|movie|song|funny,104738021,5914328,348766,1342290,2023-08-23,2023-08-22 11:06:32,2023,8,22,11,Tuesday,2023,8,23,1
vid_27,New Review 2024,Aaj Tak,Music,10,2024-08-07,22:27:48,US,viral|trend|india|song|movie|live|news,2345974,74401,8294,25518,2024-08-09,2024-08-07 22:27:48,2024,8,7,22,Wednesday,2024,8,9,2
vid_28,Shocking Song India,Sony Music India,Music,10,2024-02-06,06:30:39,CA,song|movie|tech|trend|sports,380262772,28863120,3217910,6313624,2024-02-11,2024-02-06 06:30:39,2024,2,6,6,Tuesday,2024,2,11,5
vid_29,Top News Update 2023,Sun TV,Comedy,23,2023-01-06,18:50:18,UK,news|movie|tech|india,142111948,9403461,571285,1085524,2023-01-08,2023-01-06 18:50:18,2023,1,6,18,Friday,2023,1,8,2
vid_30,Top Review 2023,SET India,News,25,2024-05-13,16:51:39,AU,trend|viral|sports|news|tech|video|india,391301234,13946660,449145,2344168,2024-05-17,2024-05-13 16:51:39,2024,5,13,16,Monday,2024,5,17,4
vid_31,Best Episode Global,Goldmines,Education,27,2023-09-20,01:05:30,IN,video|trend|news|live,405198704,6140091,241172,932782,2023-09-22,2023-09-20 01:05:30,2023,9,20,1,Wednesday,2023,9,22,2
vid_32,Shocking Vlog Hindi,News18 India,News,25,2023-07-21,07:50:35,IN,news|video|trend|sports|live|tech|song,213637003,16897264,1887139,249924,2023-07-26,2023-07-21 07:50:35,2023,7,21,7,Friday,2023,7,26,5
vid_33,Breaking Vlog India,Prime Video India,Entertainment,24,2023-03-16,11:12:26,CA,india|viral|trend|tech|news|live|sports,299924085,18507239,1648598,588355,2023-03-18,2023-03-16 11:12:26,2023,3,16,11,Thursday,2023,3,18,2
vid_34,New Reaction World,BB Ki Vines,Entertainment,24,2024-07-30,08:39:10,UK,news|trend|tech|video,19396853,1367498,90229,175877,2024-08-01,2024-07-30 08:39:10,2024,7,30,8,Tuesday,2024,8,1,2
vid_35,Emotional News Update Telugu,Mr Indian Hacker,Lifestyle,26,2024-09-26,23:59:26,UK,movie|sports|india|trend|funny|news|viral|tech,199006058,5505593,325006,690551,2024-10-01,2024-09-26 23:59:26,2024,9,26,23,Thursday,2024,10,1,5
vid_36,New Episode USA,T-Series,News,25,2024-03-10,04:02:08,AU,movie|trend|sports|news|india|funny|tech,184540550,11126916,430460,1010302,2024-03-11,2024-03-10 04:02:08,2024,3,10,4,Sunday,2024,3,11,1
vid_37,Top Trailer World,Sony Music India,Music,10,2024-11-27,15:57:01,IN,live|video|news|sports,473135048,33589624,2470273,2586375,2024-12-01,2024-11-27 15:57:01,2024,11,27,15,Wednesday,2024,12,1,4
vid_38,Shocking Vlog Global,T-Series,Sports,17,2023-03-01,14:36:13,US,live|song|funny|tech,60285460,3056195,221055,446251,2023-03-06,2023-03-01 14:36:13,2023,3,1,14,Wednesday,2023,3,6,5
vid_39,Exclusive Trailer Tamil,Aditya Music,Lifestyle,26,2024-08-31,07:09:09,CA,video|tech|viral|trend|sports,170461923,3053040,113384,3101179,2024-09-02,2024-08-31 07:09:09,2024,8,31,7,Saturday,2024,9,2,2
vid_40,Emotional Reaction USA,Zee News,Education,27,2023-12-13,08:14:25,AU,india|news|live|funny|trend|viral,409075332,5603040,284016,2816715,2023-12-16,2023-12-13 08:14:25,2023,12,13,8,Wednesday,2023,12,16,3
vid_41,Exclusive Episode Global,SET India,Lifestyle,26,2024-07-19,18:06:56,UK,sports|tech|trend|news|funny|video|india,446735679,17064181,1831896,1993851,2024-07-24,2024-07-19 18:06:56,2024,7,19,18,Friday,2024,7,24,5
vid_42,New Song Tamil,Aditya Music,Entertainment,24,2024-05-05,23:46:36,CA,live|tech|song|video|viral|movie|sports|news,141936186,6652185,304434,1694338,2024-05-12,2024-05-05 23:46:36,2024,5,5,23,Sunday,2024,5,12,7
vid_43,New Episode Hindi,BB Ki Vines,News,25,2024-04-17,12:33:15,US,live|funny|sports|video,294603022,11589476,874519,5208682,2024-04-18,2024-04-17 12:33:15,2024,4,17,12,Wednesday,2024,4,18,1
vid_44,Top Vlog Hindi,Zee News,Music,10,2023-11-25,14:44:49,CA,funny|india|news|tech|movie,203089400,9021109,257538,1821559,2023-11-28,2023-11-25 14:44:49,2023,11,25,14,Saturday,2023,11,28,3
vid_45,Breaking Reaction Tamil,Aditya Music,Comedy,23,2024-08-10,16:49:20,UK,song|funny|sports|india|live|trend,86073407,2219433,138727,1084825,2024-08-17,2024-08-10 16:49:20,2024,8,10,16,Saturday,2024,8,17,7
vid_46,Top Review World,T-Series,Entertainment,24,2024-02-21,10:40:08,IN,india|video|news|song|viral|trend,439256179,29201665,1921949,3124798,2024-02-27,2024-02-21 10:40:08,2024,2,21,10,Wednesday,2024,2,27,6
vid_47,Exclusive Episode Tamil,SET India,Entertainment,24,2023-11-25,15:20:36,IN,viral|funny|live|sports|movie|video|trend,34908475,2790920,199586,508580,2023-11-30,2023-11-25 15:20:36,2023,11,25,15,Saturday,2023,11,30,5
vid_48,Exclusive Review India,Tech Burner,Comedy,23,2024-11-01,16:47:00,UK,video|india|funny|viral|news|tech|sports,121811260,3775507,341577,1169341,2024-11-02,2024-11-01 16:47:00,2024,11,1,16,Friday,2024,11,2,1
vid_49,Best Episode Global,Sony Music India,News,25,2024-06-11,00:36:39,US,sports|news|tech|viral|video|movie,370110991,25487062,1997601,7038459,2024-06-13,2024-06-11 00:36:39,2024,6,11,0,Tuesday,2024,6,13,2
vid_50,Shocking Reaction World,T-Series,Comedy,23,2024-09-19,19:07:49,CA,trend|movie|funny|viral|live|news,3155120,105245,8787,9076,2024-09-20,2024-09-19 19:07:49,2024,9,19,19,Thursday,2024,9,20,1
vid_51,Exclusive Review 2023,Prime Video India,Sports,17,2023-06-05,16:31:45,UK,viral|trend|news|movie|india,132359433,10154444,776666,618910,2023-06-09,2023-06-05 16:31:45,2023,6,5,16,Monday,2023,6,9,4
vid_52,New Trailer Telugu,Aditya Music,Education,27,2024-10-12,00:38:03,US,live|news|india|tech|trend|song|funny,100705755,2126070,73406,739312,2024-10-17,2024-10-12 00:38:03,2024,10,12,0,Saturday,2024,10,17,5
vid_53,New News Update Global,BB Ki Vines,Education,27,2024-06-22,09:49:30,CA,tech|funny|viral|india|video|trend|news|song,266527768,18077520,1400166,1928929,2024-06-24,2024-06-22 09:49:30,2024,6,22,9,Saturday,2024,6,24,2
vid_54,Emotional Song India,Netflix India,Comedy,23,2024-06-01,23:14:04,IN,live|trend|movie|sports|news|video,87278700,1469341,169535,259769,2024-06-05,2024-06-01 23:14:04,2024,6,1,23,Saturday,2024,6,5,4
vid_55,Breaking Reaction Telugu,Mr Indian Hacker,Education,27,2024-03-06,18:37:22,IN,funny|tech|sports|video|trend,363993619,18332921,1499582,5544872,2024-03-12,2024-03-06 18:37:22,2024,3,6,18,Wednesday,2024,3,12,6
vid_56,Best Song Telugu,Sony Music India,Lifestyle,26,2024-09-10,13:30:35,AU,india|viral|funny|trend|sports|news|movie|song,390682422,5990937,647016,734051,2024-09-16,2024-09-10 13:30:35,2024,9,10,13,Tuesday,2024,9,16,6
vid_57,Shocking News Update USA,Aditya Music,News,25,2023-07-24,03:15:21,UK,trend|news|video|movie|viral|tech|funny,225200017,8654078,553383,1425441,2023-07-31,2023-07-24 03:15:21,2023,7,24,3,Monday,2023,7,31,7
vid_58,New Reaction World,Tech Burner,Education,27,2023-09-22,11:57:46,CA,trend|live|tech|viral|sports|movie,201957073,7086447,557810,2638448,2023-09-29,2023-09-22 11:57:46,2023,9,22,11,Friday,2023,9,29,7
vid_59,Shocking Reaction 2024,Aditya Music,Entertainment,24,2024-02-16,09:58:02,UK,movie|viral|live|sports|india|trend|funny,442416759,23502513,512826,674937,2024-02-18,2024-02-16 09:58:02,2024,2,16,9,Friday,2024,2,18,2
vid_60,Official Episode India,StarPlus,Lifestyle,26,2024-09-29,12:55:46,US,tech|news|viral|video|trend|live,393280822,27204059,1053793,1513617,2024-10-05,2024-09-29 12:55:46,2024,9,29,12,Sunday,2024,10,5,6
vid_61,Emotional News Update 2023,Aditya Music,Education,27,2024-11-26,00:41:30,UK,news|song|funny|video|trend|live|sports,108968472,7455243,461360,183753,2024-12-02,2024-11-26 00:41:30,2024,11,26,0,Tuesday,2024,12,2,6
vid_62,Shocking News Update India,The Viral Fever,Music,10,2024-03-29,16:14:48,US,sports|live|viral|news|tech|trend|video,187501087,7173163,553063,1896648,2024-04-03,2024-03-29 16:14:48,2024,3,29,16,Friday,2024,4,3,5
vid_63,Official Vlog World,StarPlus,Entertainment,24,2024-02-10,02:28:41,CA,sports|tech|movie|song|funny|india,473290460,18857357,974790,9084430,2024-02-16,2024-02-10 02:28:41,2024,2,10,2,Saturday,2024,2,16,6
vid_64,New News Update 2024,NDTV,News,25,2023-07-20,03:30:09,AU,india|viral|song|sports|movie|live,395178725,7868979,779492,2457623,2023-07-22,2023-07-20 03:30:09,2023,7,20,3,Thursday,2023,7,22,2
vid_65,Emotional Trailer India,Sony SAB,Music,10,2024-08-13,19:31:55,IN,sports|movie|news|trend|tech|india|live,410814399,19854757,2270460,2897967,2024-08-20,2024-08-13 19:31:55,2024,8,13,19,Tuesday,2024,8,20,7
vid_66,Emotional Vlog Hindi,StarPlus,Lifestyle,26,2023-05-29,05:39:51,UK,live|tech|viral|sports,479872774,34371036,2345541,2524995,2023-06-01,2023-05-29 05:39:51,2023,5,29,5,Monday,2023,6,1,3
vid_67,Official News Update World,Aaj Tak,Entertainment,24,2024-01-28,15:44:41,IN,movie|tech|funny|live|song,406521832,17084558,1774564,3256479,2024-02-02,2024-01-28 15:44:41,2024,1,28,15,Sunday,2024,2,2,5
vid_68,Emotional Vlog Global,Technical Guruji,Gaming,20,2023-12-01,15:53:37,IN,india|movie|video|sports|news|viral|song,321231244,20988610,1447210,4739397,2023-12-05,2023-12-01 15:53:37,2023,12,1,15,Friday,2023,12,5,4
vid_69,Official Trailer 2023,Aditya Music,Entertainment,24,2023-03-20,15:26:17,UK,video|movie|song|sports|india,195518789,2550380,162251,424228,2023-03-22,2023-03-20 15:26:17,2023,3,20,15,Monday,2023,3,22,2
vid_70,Official Highlights World,BB Ki Vines,Music,10,2023-11-07,01:17:34,US,song|sports|movie|video|india|live|tech|news,147677953,6588243,696704,164437,2023-11-14,2023-11-07 01:17:34,2023,11,7,1,Tuesday,2023,11,14,7
vid_71,Shocking Reaction India,Tech Burner,Entertainment,24,2024-03-29,17:52:00,CA,news|live|trend|movie|sports|video,163049913,12218121,987161,1546222,2024-04-02,2024-03-29 17:52:00,2024,3,29,17,Friday,2024,4,2,4
vid_72,Breaking Review USA,Mr Indian Hacker,Sports,17,2023-07-25,11:22:50,CA,funny|sports|live|news|viral|song,188426401,9533807,689769,3655856,2023-07-29,2023-07-25 11:22:50,2023,7,25,11,Tuesday,2023,7,29,4
vid_73,Exclusive Vlog Global,BB Ki Vines,Comedy,23,2024-09-03,23:42:20,IN,tech|sports|song|live,281152904,9862387,759944,5107215,2024-09-06,2024-09-03 23:42:20,2024,9,3,23,Tuesday,2024,9,6,3
vid_74,Exclusive Vlog India,Sony Music India,Entertainment,24,2023-12-10,13:07:41,US,india|video|viral|funny|news|live|song|tech,83540796,2150992,252164,908934,2023-12-16,2023-12-10 13:07:41,2023,12,10,13,Sunday,2023,12,16,6
vid_75,New Vlog Telugu,SET India,Sports,17,2023-12-27,13:32:30,CA,song|video|trend|tech|sports|funny,101400481,5325957,633019,1153871,2024-01-03,2023-12-27 13:32:30,2023,12,27,13,Wednesday,2024,1,3,7
vid_76,New Highlights World,Sun TV,Sports,17,2023-11-23,22:49:32,AU,video|trend|movie|funny|tech|song|sports|viral,343498263,18364445,1828685,6496747,2023-11-25,2023-11-23 22:49:32,2023,11,23,22,Thursday,2023,11,25,2
vid_77,Breaking Vlog World,Prime Video India,Education,27,2024-02-24,04:02:20,CA,song|tech|live|viral,215341933,12245620,834702,4151386,2024-02-28,2024-02-24 04:02:20,2024,2,24,4,Saturday,2024,2,28,4
vid_78,Emotional Highlights Tamil,CarryMinati,News,25,2024-01-30,10:11:41,IN,trend|movie|sports|india,45117273,1629276,179121,478652,2024-02-05,2024-01-30 10:11:41,2024,1,30,10,Tuesday,2024,2,5,6
vid_79,New Trailer Global,The Viral Fever,Education,27,2023-08-22,19:17:45,UK,tech|sports|viral|funny|song,353167958,3816117,419387,5931810,2023-08-26,2023-08-22 19:17:45,2023,8,22,19,Tuesday,2023,8,26,4
vid_80,Breaking Song India,SET India,News,25,2023-02-07,17:50:03,CA,funny|sports|live|trend|tech,192373398,14719792,556178,995892,2023-02-08,2023-02-07 17:50:03,2023,2,7,17,Tuesday,2023,2,8,1
vid_81,Emotional Trailer Telugu,Aaj Tak,Sports,17,2024-06-16,19:46:41,AU,news|tech|live|movie|funny|sports|trend|india,282401028,4236997,169650,1102737,2024-06-17,2024-06-16 19:46:41,2024,6,16,19,Sunday,2024,6,17,1
vid_82,Emotional Song Telugu,Mr Indian Hacker,Education,27,2024-06-25,23:15:11,CA,sports|viral|news|funny|tech|song,84600925,4208882,314211,177961,2024-07-01,2024-06-25 23:15:11,2024,6,25,23,Tuesday,2024,7,1,6
vid_83,Official Highlights 2023,Sony Music India,Education,27,2024-03-12,15:35:40,US,tech|sports|india|news|song|funny|video,19173298,456919,47520,313900,2024-03-14,2024-03-12 15:35:40,2024,3,12,15,Tuesday,2024,3,14,2
vid_84,Best Highlights Hindi,Netflix India,Education,27,2024-07-20,14:09:03,CA,tech|sports|viral|song,43407061,3341528,109794,140993,2024-07-22,2024-07-20 14:09:03,2024,7,20,14,Saturday,2024,7,22,2
vid_85,Exclusive Review Telugu,Technical Guruji,Comedy,23,2024-07-01,16:15:23,CA,sports|video|tech|funny|news|movie|trend,269186149,5327347,627015,4859417,2024-07-05,2024-07-01 16:15:23,2024,7,1,16,Monday,2024,7,5,4
vid_86,Top Trailer Hindi,ABP News,Lifestyle,26,2023-08-24,09:13:30,IN,movie|india|viral|funny|news|song|live|sports,302699782,5271372,360814,4379647,2023-08-28,2023-08-24 09:13:30,2023,8,24,9,Thursday,2023,8,28,4
vid_87,Shocking Trailer Telugu,StarPlus,Comedy,23,2023-10-03,13:22:53,IN,sports|trend|viral|movie|video,366011706,8178888,476190,3167564,2023-10-06,2023-10-03 13:22:53,2023,10,3,13,Tuesday,2023,10,6,3
vid_88,Shocking Song World,CarryMinati,Gaming,20,2023-03-21,05:21:13,US,video|trend|sports|live|viral,400783434,31123681,2091146,2879491,2023-03-27,2023-03-21 05:21:13,2023,3,21,5,Tuesday,2023,3,27,6
vid_89,Top Reaction Global,Sony Music India,Lifestyle,26,2024-02-05,22:53:49,IN,funny|live|movie|trend|sports,414843259,23116051,497834,5921326,2024-02-12,2024-02-05 22:53:49,2024,2,5,22,Monday,2024,2,12,7
vid_90,Shocking Highlights Hindi,Zee News,Gaming,20,2023-01-26,10:40:16,UK,movie|song|funny|india|viral|news|trend|video,499852827,17660010,1610318,7241404,2023-01-28,2023-01-26 10:40:16,2023,1,26,10,Thursday,2023,1,28,2
vid_91,New Song Hindi,Technical Guruji,Sports,17,2024-08-25,08:53:59,CA,song|news|funny|video|india|live|trend,263939879,16895317,722378,1280603,2024-08-31,2024-08-25 08:53:59,2024,8,25,8,Sunday,2024,8,31,6
vid_92,Breaking Trailer 2023,SET India,Entertainment,24,2023-04-05,00:31:12,CA,india|funny|sports|viral|movie,4040911,46447,3963,64767,2023-04-11,2023-04-05 00:31:12,2023,4,5,0,Wednesday,2023,4,11,6
vid_93,New News Update Tamil,Netflix India,Lifestyle,26,2024-08-31,21:48:43,IN,sports|song|news|tech|live|trend|video,247729681,16030649,1177063,2599492,2024-09-03,2024-08-31 21:48:43,2024,8,31,21,Saturday,2024,9,3,3
vid_94,Top Reaction 2024,Zee News,Lifestyle,26,2024-04-17,02:56:09,UK,funny|india|viral|trend|live|movie|song,487670231,11795075,908888,7360370,2024-04-21,2024-04-17 02:56:09,2024,4,17,2,Wednesday,2024,4,21,4
vid_95,New Reaction Global,Aditya Music,Music,10,2024-01-04,14:24:00,IN,news|song|trend|funny|sports|tech|viral,156259310,8761800,769787,1011348,2024-01-05,2024-01-04 14:24:00,2024,1,4,14,Thursday,2024,1,5,1
vid_96,Exclusive Episode World,SET India,News,25,2024-09-30,19:47:08,US,sports|live|funny|trend|song|video,193448818,11281425,1150062,1637065,2024-10-03,2024-09-30 19:47:08,2024,9,30,19,Monday,2024,10,3,3
vid_97,Official Vlog World,ABP News,Music,10,2023-07-02,22:10:50,UK,tech|india|sports|movie|trend|video,45819851,2941724,235658,799066,2023-07-04,2023-07-02 22:10:50,2023,7,2,22,Sunday,2023,7,4,2
vid_98,Shocking Review 2024,Zee News,Music,10,2023-10-27,11:51:22,CA,movie|song|viral|live|trend|sports|funny|india,31445073,1951325,176001,463446,2023-11-01,2023-10-27 11:51:22,2023,10,27,11,Friday,2023,11,1,5
vid_99,Shocking Vlog 2024,Goldmines,Lifestyle,26,2023-02-03,10:50:46,UK,sports|news|song|viral|movie|funny|trend,493396047,7045815,818288,7895777,2023-02-08,2023-02-03 10:50:46,2023,2,3,10,Friday,2023,2,8,5
vid_100,Breaking Review Hindi,Zee News,Education,27,2024-04-27,12:30:16,UK,trend|live|tech|news,278357952,17715202,1931368,3421146,2024-04-28,2024-04-27 12:30:16,2024,4,27,12,Saturday,2024,4,28,1
vid_101,Official Reaction India,Prime Video India,Sports,17,2024-03-12,11:37:57,IN,trend|live|song|funny|india,34802923,2023580,78709,628927,2024-03-13,2024-03-12 11:37:57,2024,3,12,11,Tuesday,2024,3,13,1
vid_102,Shocking Reaction India,SET India,Comedy,23,2024-08-28,12:13:17,US,india|movie|video|sports,437730571,23479520,2125059,4857787,2024-08-30,2024-08-28 12:13:17,2024,8,28,12,Wednesday,2024,8,30,2
vid_103,Top Review India,Goldmines,Education,27,2023-03-31,08:38:43,CA,funny|tech|news|sports|song|india,330511140,6594043,267913,2872621,2023-04-02,2023-03-31 08:38:43,2023,3,31,8,Friday,2023,4,2,2
vid_104,Shocking Episode 2024,CarryMinati,News,25,2024-10-30,03:05:22,UK,video|trend|sports|news|viral|india,203757263,6446600,676579,1708951,2024-11-01,2024-10-30 03:05:22,2024,10,30,3,Wednesday,2024,11,1,2
vid_105,Shocking Highlights Global,Aaj Tak,Sports,17,2024-05-02,12:37:20,AU,live|india|tech|trend|news|sports|movie|funny,268800718,7886833,385767,4849018,2024-05-07,2024-05-02 12:37:20,2024,5,2,12,Thursday,2024,5,7,5
vid_106,Breaking News Update 2024,The Viral Fever,Entertainment,24,2023-06-19,04:50:48,UK,video|live|india|song|viral|sports|funny,54977633,3595095,234391,121193,2023-06-20,2023-06-19 04:50:48,2023,6,19,4,Monday,2023,6,20,1
vid_107,New Song Hindi,StarPlus,Lifestyle,26,2024-04-16,19:49:24,AU,viral|sports|video|song|tech,273972292,4817842,184459,2520843,2024-04-23,2024-04-16 19:49:24,2024,4,16,19,Tuesday,2024,4,23,7
vid_108,Best Highlights 2023,The Viral Fever,Comedy,23,2024-06-13,22:38:00,UK,trend|song|live|tech|funny|video|sports|news,35143290,645343,20175,581540,2024-06-16,2024-06-13 22:38:00,2024,6,13,22,Thursday,2024,6,16,3
vid_109,Official Review Telugu,StarPlus,Lifestyle,26,2023-06-27,16:34:59,US,sports|live|viral|funny,414593512,12968956,1388981,3954085,2023-07-01,2023-06-27 16:34:59,2023,6,27,16,Tuesday,2023,7,1,4
vid_110,New Song USA,Goldmines,News,25,2024-11-21,19:22:12,US,tech|india|live|movie,113239495,7928133,411715,1486368,2024-11-22,2024-11-21 19:22:12,2024,11,21,19,Thursday,2024,11,22,1
vid_111,Official Highlights 2024,CarryMinati,Comedy,23,2023-07-02,09:28:55,IN,tech|india|live|funny|news|viral|sports|trend,447145058,16396082,533566,5420005,2023-07-03,2023-07-02 09:28:55,2023,7,2,9,Sunday,2023,7,3,1
vid_112,Top Highlights Telugu,Tech Burner,Sports,17,2023-03-17,08:19:20,US,trend|tech|funny|viral|song|news,267260042,14221457,1604808,2949036,2023-03-18,2023-03-17 08:19:20,2023,3,17,8,Friday,2023,3,18,1
vid_113,Breaking Trailer World,Goldmines,Sports,17,2023-10-18,00:33:37,US,video|viral|trend|song|funny,11513520,824380,78170,83056,2023-10-21,2023-10-18 00:33:37,2023,10,18,0,Wednesday,2023,10,21,3
vid_114,Shocking Song Hindi,BB Ki Vines,News,25,2024-11-26,15:11:03,UK,song|funny|tech|news|movie|sports|video|trend,393636845,23529444,1441198,3883720,2024-11-27,2024-11-26 15:11:03,2024,11,26,15,Tuesday,2024,11,27,1
vid_115,Best Trailer Tamil,Netflix India,Lifestyle,26,2024-08-10,12:36:42,US,viral|india|trend|tech|funny|live|video,347444275,27176890,3189975,987012,2024-08-13,2024-08-10 12:36:42,2024,8,10,12,Saturday,2024,8,13,3
vid_116,Exclusive Highlights Hindi,StarPlus,Lifestyle,26,2024-04-15,14:43:31,CA,trend|funny|viral|india|live|song|news|tech,381692197,4214935,294722,5034011,2024-04-21,2024-04-15 14:43:31,2024,4,15,14,Monday,2024,4,21,6
