OrderID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Region
80122,2023-04-30,1018,5,1305.87,0.15,North
80123,2023-06-16,1350,5,4140.95,0.15,South
80124,2023-06-15,1439,1,7694.95,0.2,South
80125,2023-03-21,1073,1,4949.43,0.15,East
80126,2023-11-13,1187,2,9739.69,0.05,South
80127,2023-03-12,1361,2,4419.28,0.15,West
80128,2023-09-19,1449,1,699.33,0.2,West
80129,2023-09-27,1199,5,1777.28,0.1,West
80130,2023-06-22,1383,1,6523.23,0.15,West
80131,2023-06-04,1255,2,5596.89,0.0,South
80132,2023-08-03,1115,4,3793.39,0.05,South
80133,2023-11-20,1026,5,2298.5,0.1,North
80134,2023-05-13,1008,2,4978.57,0.1,South
80135,2023-01-03,1446,2,7426.27,0.15,West
80136,2023-12-05,1226,2,2153.11,0.15,East
80137,2023-01-17,1434,4,361.72,0.1,South
80138,2023-09-16,1351,1,6211.46,0.1,North
80139,2023-04-27,1470,1,2155.94,0.05,West
80140,2023-10-24,1014,2,1061.75,0.1,West
80141,2023-02-23,1113,1,3190.34,0.0,East
80142,2023-07-25,1028,5,7905.49,0.2,North
80143,2023-04-28,1209,3,7742.54,0.2,East
80144,2023-06-10,1378,5,1264.08,0.15,West
80145,2023-06-16,1283,3,3047.22,0.1,West
80146,2023-01-29,1258,2,325.81,0.0,East
80147,2023-10-09,1349,1,312.92,0.2,West
80148,2023-07-05,1301,3,1048.02,0.2,South
80149,2023-08-24,1317,1,2935.44,0.2,West
80150,2023-11-04,1176,2,8083.67,0.05,West
80151,2023-03-05,1170,2,774.55,0.05,East
80152,2023-10-16,1342,1,4625.28,0.0,East
80153,2023-03-07,1216,1,7370.17,0.0,West
80154,2023-08-28,1155,5,2130.49,0.2,West
80155,2023-02-15,1029,5,6940.86,0.1,West
80156,2023-10-24,1450,1,2099.35,0.15,South
80157,2023-10-20,1454,1,3669.45,0.15,West
80158,2023-04-21,1265,2,1920.41,0.0,South
80159,2023-01-09,1227,4,1073.99,0.05,East
80160,2023-09-01,1287,1,3127.88,0.15,West
80161,2023-07-19,1329,1,443.03,0.2,North
80162,2023-05-13,1326,3,11047.55,0.2,South
80163,2023-01-21,1168,1,1058.4,0.05,South
80164,2023-11-08,1037,1,3444.22,0.0,North
80165,2023-04-22,1496,3,7967.35,0.15,South
80166,2023-10-25,1408,2,5211.64,0.15,South
80167,2023-02-22,1393,5,7043.59,0.05,East
80168,2023-12-19,1426,2,7952.08,0.15,North
80169,2023-09-29,1485,4,1249.75,0.1,South
80170,2023-06-25,1181,4,2676.62,0.1,West
80171,2023-06-24,1316,2,1293.18,0.2,East
80172,2023-04-06,1400,4,6368.02,0.05,East
80173,2023-05-08,1430,1,2990.71,0.1,North
80174,2023-07-02,1498,5,5409.61,0.05,North
80175,2023-12-11,1050,2,4868.13,0.1,East
80176,2023-12-20,1310,5,570.16,0.0,West
80177,2023-12-31,1154,1,1778.47,0.0,West
80178,2023-04-20,1105,1,9415.7,0.2,North
80179,2023-01-22,1496,1,11487.61,0.15,East
80180,2023-09-15,1483,4,3929.28,0.05,North
80181,2023-01-22,1218,2,9046.5,0.15,South
80182,2023-02-17,1404,1,4160.13,0.0,West
80183,2023-04-16,1488,1,4955.33,0.2,East
80184,2023-04-12,1107,5,6310.69,0.2,South
80185,2023-06-17,1226,1,1978.88,0.1,East
80186,2023-03-27,1208,1,6712.7,0.1,West
80187,2023-06-22,1474,2,7073.87,0.0,East
80188,2023-01-27,1446,1,5172.09,0.05,East
80189,2023-04-13,1360,2,3094.97,0.15,North
80190,2023-01-31,1413,2,853.64,0.15,North
80191,2023-09-24,1460,1,5683.72,0.2,East
80192,2023-01-23,1498,5,5839.71,0.15,West
80193,2023-12-20,1384,1,3873.72,0.2,West
80194,2023-12-08,1048,1,3306.71,0.2,South
80195,2023-10-08,1031,2,8088.16,0.0,South
80196,2023-07-21,1347,2,7010.62,0.15,North
80197,2023-02-06,1119,1,3058.78,0.2,South
80198,2023-12-20,1365,1,5979.03,0.05,South
80199,2023-10-23,1457,4,5961.42,0.2,South
80200,2023-01-17,1133,2,2066.92,0.05,North
80201,2023-06-17,1127,2,8316.35,0.05,West
80202,2023-05-15,1242,1,8811.68,0.05,West
80203,2023-08-03,1254,1,288.43,0.2,West
80204,2023-01-20,1130,1,5540.74,0.2,West
80205,2023-12-23,1236,1,1077.48,0.15,East
80206,2023-09-26,1252,4,264.79,0.0,West
80207,2023-11-17,1324,4,2336.59,0.15,West
80208,2023-04-20,1326,2,4975.24,0.2,West
80209,2023-11-06,1098,2,4105.79,0.05,North
80210,2023-06-23,1485,3,584.03,0.15,East
80211,2023-01-17,1294,1,2619.79,0.2,West
80212,2023-01-12,1483,1,5422.57,0.05,East
80213,2023-08-03,1485,5,1239.76,0.1,South
80214,2023-12-09,1131,5,9050.72,0.15,East
80215,2023-02-28,1480,1,7205.14,0.05,North
80216,2023-06-16,1202,1,2499.61,0.0,East
80217,2023-02-03,1413,1,772.79,0.2,West
80218,2023-04-25,1278,2,3341.52,0.05,West
80219,2023-03-16,1290,1,8041.08,0.1,East
80220,2023-08-19,1229,1,651.09,0.1,South
80221,2023-07-12,1447,3,2574.43,0.1,East
80222,2023-09-17,1376,1,4544.25,0.0,West
80223,2023-06-10,1201,2,2488.11,0.05,East
80224,2023-01-28,1105,3,7872.63,0.15,North
80225,2023-10-25,1433,3,4975.01,0.2,East
80226,2023-03-20,1407,2,1209.34,0.05,South
80227,2023-02-04,1126,3,2272.58,0.0,South
80228,2023-10-31,1018,1,1165.39,0.15,North
80229,2023-02-13,1464,5,2962.23,0.2,East
80230,2023-07-05,1272,1,8266.44,0.2,West
80231,2023-08-26,1215,1,3764.41,0.05,West
80232,2023-07-04,1185,1,1939.75,0.1,North
80233,2023-12-03,1491,1,12322.64,0.05,North
80234,2023-02-08,1339,2,1789.64,0.05,South
80235,2023-11-26,1122,4,6850.12,0.1,South
80236,2023-03-04,1103,2,231.66,0.05,South
80237,2023-11-19,1340,3,5312.26,0.1,West
80238,2023-07-15,1370,1,3192.51,0.05,North
80239,2023-10-12,1262,2,361.02,0.0,North
80240,2023-08-18,1240,1,8667.05,0.15,East
80241,2023-01-22,1340,4,4281.67,0.1,East
80242,2023-05-12,1069,5,831.71,0.1,West
80243,2023-01-23,1445,4,6975.01,0.2,East
80244,2023-07-10,1137,1,1071.14,0.05,South
80245,2023-12-18,1231,5,1774.68,0.15,North
80246,2023-05-12,1302,2,630.14,0.05,North
80247,2023-04-30,1278,1,3674.17,0.2,South
80248,2023-01-18,1383,1,10578.56,0.2,West
80249,2023-09-01,1475,1,7772.27,0.0,West
80250,2023-11-07,1259,2,3484.81,0.0,East
80251,2023-03-10,1251,1,1501.89,0.15,East
80252,2023-01-23,1373,1,6286.41,0.2,East
80253,2023-11-10,1316,1,1739.97,0.15,East
80254,2023-08-07,1220,1,4261.74,0.2,South
80255,2023-02-06,1162,2,4296.96,0.15,North
80256,2023-03-26,1460,1,6729.75,0.15,South
80257,2023-08-16,1069,1,881.81,0.2,East
80258,2023-09-27,1010,2,10963.62,0.2,East
80259,2023-05-06,1381,1,823.09,0.05,East
80260,2023-10-30,1405,2,6092.29,0.2,North
80261,2023-09-14,1030,2,9743.63,0.0,West
80262,2023-08-14,1085,2,1347.04,0.2,North
80263,2023-08-17,1458,1,2231.36,0.2,South
80264,2023-08-25,1120,1,10086.79,0.05,South
80265,2023-06-23,1450,2,2776.75,0.05,East
80266,2023-03-12,1051,1,6340.75,0.2,North
80267,2023-04-13,1095,2,10288.56,0.15,South
80268,2023-07-25,1394,1,1274.7,0.0,North
80269,2023-05-31,1392,1,564.23,0.1,North
80270,2023-07-07,1222,1,206.04,0.2,West
80271,2023-01-26,1319,1,6284.43,0.1,South
80272,2023-03-15,1223,5,1527.28,0.1,West
80273,2023-01-19,1172,1,936.48,0.15,North
80274,2023-08-03,1309,2,1992.54,0.05,West
80275,2023-09-25,1035,2,9830.9,0.0,South
80276,2023-05-17,1139,1,4714.92,0.1,East
80277,2023-05-20,1183,4,1363.06,0.15,West
80278,2023-06-09,1430,1,3773.44,0.05,East
80279,2023-10-29,1383,5,12773.63,0.1,East
80280,2023-07-31,1219,2,6320.89,0.0,South
80281,2023-06-29,1175,4,2664.51,0.15,North
80282,2023-03-11,1073,1,8888.73,0.0,South
80283,2023-09-25,1206,5,2498.41,0.15,South
80284,2023-09-14,1062,2,8056.73,0.1,East
80285,2023-06-12,1249,2,2051.36,0.15,South
80286,2023-10-30,1436,4,9953.31,0.15,North
80287,2023-05-29,1172,2,888.95,0.2,West
80288,2023-05-30,1407,4,916.4,0.1,West
80289,2023-07-09,1249,3,1148.78,0.1,South
80290,2023-04-08,1089,5,2124.09,0.0,South
80291,2023-11-29,1272,3,5908.62,0.2,East
80292,2023-01-17,1195,1,8872.81,0.0,South
80293,2023-10-27,1173,1,7832.06,0.2,East
80294,2023-12-16,1277,2,4649.24,0.2,West
80295,2023-11-29,1036,1,3134.96,0.0,West
80296,2023-10-11,1122,2,5580.79,0.2,North
80297,2023-01-31,1464,1,1708.66,0.05,West
80298,2023-04-09,1213,3,940.32,0.05,North
80299,2023-01-23,1195,4,6758.64,0.0,West
80300,2023-05-19,1391,2,5771.03,0.1,East
80301,2023-07-24,1135,1,976.17,0.05,South
80302,2023-04-12,1239,3,311.38,0.2,South
80303,2023-02-28,1276,3,5804.35,0.05,West
80304,2023-11-30,1206,4,1658.53,0.15,South
80305,2023-08-01,1264,5,4579.02,0.2,West
80306,2023-12-17,1060,2,7389.24,0.05,West
80307,2023-04-21,1030,3,6776.01,0.15,West
80308,2023-10-26,1085,2,1593.9,0.1,West
80309,2023-10-04,1491,3,12602.94,0.05,South
80310,2023-06-19,1176,1,9866.16,0.1,West
80311,2023-07-09,1176,2,7008.6,0.05,West
80312,2023-12-22,1084,1,705.05,0.2,West
80313,2023-01-09,1130,4,4155.39,0.05,South
80314,2023-05-19,1091,4,265.19,0.15,South
80315,2023-10-25,1464,1,1618.63,0.05,West
80316,2023-03-30,1242,1,6027.01,0.2,South
80317,2023-03-29,1213,1,2576.74,0.1,West
80318,2023-11-26,1377,5,9723.04,0.0,South
80319,2023-12-05,1163,5,1378.27,0.15,East
80320,2023-07-05,1292,3,5361.89,0.15,North
80321,2023-03-04,1488,1,4006.51,0.1,West
80322,2023-03-08,1338,2,5936.37,0.2,North
80323,2023-06-09,1370,4,2370.23,0.05,North
80324,2023-01-11,1433,3,3852.41,0.0,South
80325,2023-05-01,1285,5,8152.14,0.15,East
80326,2023-01-13,1288,4,1959.94,0.05,West
80327,2023-05-16,1440,5,2006.11,0.15,South
80328,2023-11-15,1213,2,1018.45,0.0,West
80329,2023-07-06,1329,2,367.46,0.1,North
80330,2023-08-29,1359,2,9002.98,0.1,West
80331,2023-09-14,1149,1,9715.41,0.05,East
80332,2023-01-29,1001,2,5734.75,0.0,East
80333,2023-07-22,1141,2,1192.62,0.0,East
80334,2023-07-30,1350,2,3590.83,0.15,West
80335,2023-07-24,1305,1,7429.32,0.2,East
80336,2023-12-14,1367,2,6442.53,0.15,South
80337,2023-03-13,1439,4,5028.0,0.0,North
80338,2023-03-27,1397,1,498.72,0.15,West
80339,2023-10-03,1387,1,906.29,0.15,South
80340,2023-07-30,1486,4,3966.37,0.05,West
80341,2023-07-27,1304,1,387.43,0.15,North
80342,2023-02-23,1446,2,4624.97,0.05,West
80343,2023-06-14,1483,2,4527.12,0.0,North
80344,2023-05-04,1047,2,1610.95,0.2,West
80345,2023-02-15,1264,2,3388.18,0.2,East
80346,2023-12-30,1456,5,7668.59,0.2,North
80347,2023-05-09,1049,4,4709.66,0.05,North
80348,2023-08-14,1165,1,5643.0,0.1,West
80349,2023-11-28,1186,1,283.07,0.2,North
80350,2023-08-01,1159,2,10061.4,0.15,West
80351,2023-06-13,1337,3,2614.35,0.0,West
80352,2023-08-09,1014,5,1442.57,0.15,East
80353,2023-10-05,1066,1,306.61,0.15,South
80354,2023-11-24,1277,1,6376.22,0.15,West
80355,2023-04-17,1307,3,4021.18,0.15,North
80356,2023-05-25,1229,1,799.71,0.1,South
80357,2023-02-20,1474,1,4858.01,0.05,South
80358,2023-09-03,1144,2,6189.6,0.05,West
80359,2023-06-23,1292,2,4241.35,0.15,South
80360,2023-09-26,1167,5,3255.81,0.05,East
80361,2023-08-01,1125,1,8775.21,0.1,South
80362,2023-05-26,1478,2,1947.36,0.2,East
80363,2023-02-08,1445,3,4757.17,0.2,South
80364,2023-12-25,1058,2,5049.35,0.15,West
80365,2023-06-26,1110,1,3821.32,0.05,North
80366,2023-12-22,1185,5,1677.16,0.1,West
80367,2023-05-15,1392,1,772.67,0.05,North
80368,2023-02-14,1411,1,1429.41,0.2,East
80369,2023-09-13,1347,1,4070.22,0.15,North
80370,2023-10-31,1121,3,7840.98,0.1,South
80371,2023-11-12,1050,4,7110.31,0.15,North
80372,2023-09-16,1392,5,717.46,0.15,East
80373,2023-01-18,1160,2,4526.4,0.15,West
80374,2023-08-26,1226,1,2362.71,0.05,North
80375,2023-06-29,1240,1,5490.71,0.0,North
80376,2023-10-18,1291,1,5644.4,0.15,South
80377,2023-03-13,1405,4,5422.48,0.1,West
80378,2023-12-23,1400,2,4487.35,0.1,East
80379,2023-03-14,1176,1,10555.48,0.0,North
80380,2023-05-10,1353,1,3900.34,0.0,North
80381,2023-08-08,1182,2,2203.4,0.0,North
80382,2023-02-12,1490,5,5997.6,0.0,South
80383,2023-11-27,1209,4,5647.44,0.1,North
80384,2023-10-25,1334,2,4696.95,0.0,North
80385,2023-03-06,1477,2,2034.08,0.15,West
80386,2023-07-02,1276,2,9964.78,0.15,West
80387,2023-03-31,1282,3,821.45,0.0,West
80388,2023-01-14,1455,4,3126.56,0.2,North
80389,2023-11-08,1363,5,345.14,0.1,East
80390,2023-12-29,1330,1,3434.52,0.2,South
80391,2023-08-01,1006,2,1352.41,0.1,South
80392,2023-03-21,1021,3,7138.64,0.0,East
80393,2023-08-04,1322,1,4092.57,0.05,West
80394,2023-10-25,1417,2,5577.41,0.0,West
80395,2023-02-04,1368,2,4845.29,0.2,West
80396,2023-03-27,1274,1,204.83,0.15,West
80397,2023-07-09,1416,2,7616.1,0.15,South
80398,2023-11-26,1148,2,2577.49,0.15,West
80399,2023-06-06,1072,1,2923.18,0.1,East
80400,2023-10-15,1167,1,1680.53,0.1,East
80401,2023-07-19,1497,1,2042.83,0.05,East
80402,2023-03-15,1204,4,4839.39,0.05,East
80403,2023-01-16,1109,4,1894.09,0.15,East
80404,2023-12-28,1477,1,3316.39,0.2,North
80405,2023-10-29,1337,3,2135.52,0.2,North
80406,2023-10-19,1156,4,598.35,0.2,North
80407,2023-03-16,1165,5,8950.34,0.2,East
80408,2023-07-02,1154,2,921.54,0.15,North
80409,2023-01-30,1113,1,2414.54,0.1,East
80410,2023-04-12,1172,1,832.5,0.0,North
80411,2023-12-05,1102,2,10253.48,0.15,West
80412,2023-10-09,1068,4,5159.97,0.15,West
80413,2023-04-05,1276,1,7732.32,0.15,North
80414,2023-04-07,1207,1,1489.36,0.1,West
80415,2023-03-03,1180,1,5982.1,0.0,West
80416,2023-04-08,1485,5,1243.75,0.1,West
80417,2023-08-17,1080,1,5676.42,0.0,South
80418,2023-03-19,1076,4,5803.94,0.0,East
80419,2023-04-05,1422,2,5421.29,0.05,North
80420,2023-03-04,1152,1,5711.29,0.15,East
80421,2023-11-01,1009,1,7748.92,0.1,West
80422,2023-10-18,1382,4,2291.47,0.15,North
80423,2023-10-01,1015,4,6690.13,0.15,West
80424,2023-04-17,1170,2,1224.31,0.05,West
80425,2023-11-09,1419,4,6116.58,0.2,West
80426,2023-05-01,1459,1,7995.97,0.15,West
80427,2023-07-12,1416,1,9483.06,0.0,North
80428,2023-07-24,1470,2,2308.41,0.15,West
80429,2023-09-29,1471,3,5571.49,0.05,South
80430,2023-06-07,1313,1,7527.76,0.15,West
80431,2023-08-14,1416,2,9531.02,0.1,South
80432,2023-07-03,1042,1,166.52,0.0,East
80433,2023-04-18,1190,1,2841.34,0.2,West
80434,2023-12-28,1063,3,8777.53,0.0,South
80435,2023-03-22,1259,1,3936.23,0.15,West
80436,2023-04-23,1283,2,3247.9,0.2,East
80437,2023-03-20,1359,2,9922.44,0.05,South
80438,2023-09-26,1016,5,1202.97,0.0,West
80439,2023-11-06,1176,2,7773.04,0.15,North
80440,2023-09-22,1092,1,8192.14,0.05,South
80441,2023-04-28,1091,2,432.69,0.1,North
80442,2023-02-11,1108,5,4614.77,0.05,West
80443,2023-05-13,1034,1,4042.65,0.1,North
80444,2023-04-11,1498,1,6762.44,0.1,East
80445,2023-09-11,1360,4,6209.69,0.15,East
80446,2023-02-21,1088,1,6473.78,0.1,East
80447,2023-01-10,1418,5,848.47,0.05,North
80448,2023-04-11,1375,5,5938.55,0.15,East
80449,2023-06-10,1385,2,1200.22,0.05,South
80450,2023-01-10,1290,1,6795.25,0.15,North
80451,2023-04-06,1372,1,1748.22,0.1,South
80452,2023-11-15,1045,2,5779.03,0.15,South
80453,2023-08-27,1076,4,6060.43,0.1,North
80454,2023-05-20,1402,2,3720.33,0.15,North
80455,2023-06-20,1166,1,7031.68,0.1,West
80456,2023-01-21,1485,1,1026.01,0.15,West
80457,2023-10-19,1133,1,1270.19,0.2,South
80458,2023-04-01,1332,1,3741.13,0.1,West
80459,2023-04-30,1229,1,1017.18,0.0,East
80460,2023-04-18,1236,3,1335.78,0.15,South
80461,2023-05-26,1289,1,5447.39,0.1,East
80462,2023-01-10,1025,5,3355.09,0.1,North
80463,2023-09-11,1173,4,4810.58,0.15,South
80464,2023-05-28,1150,5,1042.08,0.2,West
80465,2023-02-09,1171,4,1331.68,0.05,West
80466,2023-09-07,1106,5,9842.03,0.2,West
80467,2023-02-17,1279,2,7670.73,0.0,West
80468,2023-06-24,1003,2,11998.45,0.05,West
80469,2023-02-04,1465,2,5033.42,0.15,East
80470,2023-06-04,1271,1,8636.32,0.1,West
80471,2023-08-25,1457,2,7299.66,0.2,South
80472,2023-03-05,1151,2,1591.35,0.15,South
80473,2023-09-01,1091,2,426.5,0.1,North
80474,2023-11-14,1177,3,1478.27,0.1,East
80475,2023-03-25,1258,3,232.79,0.1,North
80476,2023-05-19,1444,1,7188.85,0.05,South
80477,2023-03-01,1248,1,5615.87,0.15,South
80478,2023-03-28,1122,1,4304.05,0.2,West
80479,2023-07-01,1363,1,655.69,0.1,East
80480,2023-05-04,1448,4,3871.44,0.15,West
80481,2023-02-19,1246,1,7073.7,0.1,West
80482,2023-11-01,1215,1,2887.5,0.1,North
80483,2023-04-16,1420,3,1524.78,0.2,West
80484,2023-01-15,1258,5,205.18,0.1,South
80485,2023-09-27,1018,1,1318.71,0.0,South
80486,2023-05-26,1147,5,9008.66,0.15,North
80487,2023-01-06,1233,1,602.1,0.1,East
80488,2023-08-23,1140,4,3586.16,0.2,South
80489,2023-12-07,1189,5,3924.24,0.2,East
80490,2023-10-14,1149,4,4400.1,0.0,West
80491,2023-01-27,1459,1,7193.59,0.1,South
80492,2023-08-20,1024,2,4590.91,0.05,South
80493,2023-02-19,1148,4,1759.83,0.2,West
80494,2023-05-25,1382,5,1768.1,0.2,West
80495,2023-07-31,1291,5,4481.36,0.0,West
80496,2023-06-01,1075,1,126.22,0.15,South
80497,2023-03-01,1330,2,5277.64,0.2,East
80498,2023-06-02,1213,1,1105.74,0.05,East
80499,2023-05-27,1003,1,10407.99,0.2,East
80500,2023-12-02,1141,1,2179.16,0.05,East
80501,2023-02-15,1450,5,2038.99,0.2,West
80502,2023-05-11,1131,3,10935.79,0.1,West
80503,2023-11-22,1051,1,5101.04,0.2,South
80504,2023-02-22,1467,5,3695.02,0.0,South
80505,2023-08-10,1064,4,8969.13,0.05,North
80506,2023-03-10,1273,1,1374.0,0.0,West
80507,2023-09-19,1033,1,9094.31,0.0,North
80508,2023-11-15,1456,1,9182.88,0.2,East
80509,2023-01-10,1034,1,3041.54,0.2,South
80510,2023-08-09,1081,2,4720.15,0.15,North
80511,2023-09-22,1182,4,2297.35,0.2,East
80512,2023-12-28,1422,1,7215.52,0.05,West
80513,2023-02-28,1427,1,7115.53,0.1,South
80514,2023-08-30,1157,1,6576.13,0.0,North
80515,2023-07-29,1428,2,1358.33,0.15,South
80516,2023-07-12,1089,3,3428.14,0.15,West
80517,2023-01-23,1496,1,10413.02,0.15,East
80518,2023-06-11,1186,5,233.61,0.0,South
80519,2023-04-22,1106,1,10600.97,0.0,South
80520,2023-06-18,1230,4,3997.17,0.1,North
80521,2023-09-16,1367,2,7575.13,0.05,East
80522,2023-02-05,1379,4,1312.4,0.2,West
80523,2023-02-16,1362,1,4087.1,0.1,North
80524,2023-10-18,1463,1,9810.34,0.15,South
80525,2023-04-26,1140,1,4183.92,0.05,West
80526,2023-03-12,1477,3,4970.39,0.05,West
80527,2023-07-29,1231,1,2250.89,0.1,West
80528,2023-02-25,1303,5,1258.58,0.1,North
80529,2023-03-02,1025,1,2457.99,0.0,North
80530,2023-05-04,1100,3,4913.79,0.05,South
80531,2023-03-10,1238,1,3387.02,0.1,East
80532,2023-11-30,1225,3,1258.4,0.05,West
80533,2023-01-06,1208,2,6052.95,0.05,South
80534,2023-10-29,1090,1,6346.64,0.15,West
80535,2023-11-25,1001,2,3131.72,0.1,South
80536,2023-08-03,1270,4,2684.88,0.1,West
80537,2023-02-16,1344,2,3584.57,0.05,East
